9EQUg,8/8/7k/4R1p1/7n/6K1/8/8 w - - 0 55,g3h2 h4f3 h2h1 f3e5,700,69,crushing endgame fork master short,700
Epiyz,5r1k/ppp5/6pp/8/8/1Q6/PP1q1PPP/4R1K1 w - - 7 29,b3g3 d2e1,700,69,endgame hangingPiece mate mateIn1 oneMove,700
jX133,8/5k2/7R/8/3P4/7P/3r1r2/6RK w - - 5 59,h6h5 f2h2,700,69,endgame master mate mateIn1 oneMove rookEndgame,700
k3maR,r1bqkb1r/pppp1ppp/2n2n2/4p2Q/2B1P3/3P4/PPP2PPP/RNB1K1NR b KQkq - 0 4,f8c5 h5f7,700,69,attackingF2F7 mate mateIn1 oneMove opening,700
tKFry,1r1r2k1/5p2/7p/2N3p1/R2PRb2/7P/P4PP1/6K1 w - - 1 32,c5a6 b8b1 e4e1 b1e1,700,69,endgame mate mateIn2 short,700
tiXkF,2r1r1k1/p2R2b1/1pn5/4q1BQ/8/8/PP3PPP/5RK1 w - - 4 25,f1d1 e5e1 d1e1 e8e1,700,69,backRankMate mate mateIn2 middlegame sacrifice short,700
wjMTw,2r3k1/pR5p/5p2/3p1p2/3P1b2/1P3N1P/P4PP1/6K1 w - - 1 32,b7a7 c8c1 f3e1 c1e1,700,69,endgame mate mateIn2 short,700
00ud8,N4rk1/pp3ppp/5n2/3pq3/8/2P5/PP3PPP/R1BQ2K1 w - - 0 18,d1f3 e5e1,701,69,mate mateIn1 middlegame oneMove,700
1mivm,B6k/4R1p1/3p1p1p/p1p5/5P2/3b4/Pr3BPP/6K1 w - - 0 32,e7d7 b2b1 f2e1 b1e1,701,69,advantage endgame short,700
4f0Wm,1k6/2p5/pp6/3P4/2P4p/1N6/PP2rbPP/1R5K w - - 0 32,b3c1 e2e1,701,69,backRankMate endgame master mate mateIn1 oneMove,700
5K3yo,7k/pp4pp/7q/2PP4/3r2r1/2K5/PP4P1/R2QR3 b - - 3 29,d4d1 e1e8,701,69,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,700
64JLI,r4rk1/ppp2pp1/5q1p/2b1p3/2B1P1Q1/2NP4/PPP3PP/R1B3K1 w - - 2 15,g1h1 f6f1,701,69,mate mateIn1 middlegame oneMove,700
6C7PD,r1b4r/1p3pk1/p3p1p1/q2pN1P1/1n1Pn2P/2N5/PPPQ4/1K1R1B1R w - - 1 18,c3e4 a5a2 b1c1 a2a1,701,69,mate mateIn2 middlegame queensideAttack short,700
C5Yv6,4r2k/1R4p1/1p3pP1/p6p/7P/4p3/4K3/8 b - - 1 50,e8e6 b7b8 e6e8 b8e8,701,69,endgame mate mateIn2 rookEndgame short,700
IA3pS,2kr4/1p3p1p/p7/2pN2p1/2P5/1P2PB1P/P1b3P1/4K3 b - - 0 26,c2f5 d5e7 c8d7 e7f5,701,69,advantage endgame fork master short,700
TNaM0,3r2k1/pR3p1p/6pB/2PBP3/8/1Pb1P3/P3K1PP/7r b - - 0 22,d8d5 b7b8 d5d8 b8d8,701,69,endgame mate mateIn2 short,700
VZQhv,8/p4rR1/5P2/1p6/k1p5/P1P5/2P1K3/8 b - - 2 43,f7f6 g7a7 f6a6 a7a6,701,69,endgame mate mateIn2 rookEndgame short,700
Yd4JI,r2q1rk1/6pp/p1bbpn2/1ppp1p2/5P2/1P2PNQP/PBPPN1P1/R4RK1 b - - 1 13,f6e4 g3g7,701,69,kingsideAttack mate mateIn1 middlegame oneMove,700
ZdG3M,r3r1k1/pp3p1p/2p3pB/2b1pQ2/2B1P2q/8/PPP2P2/R3K1R1 b Q - 1 16,h4f2 f5f2 c5f2 e1f2,701,69,crushing middlegame short,700
Zn4r5,4rrk1/p4pp1/2Q3bp/8/8/8/PP3qPP/5R1K w - - 0 27,f1f2 e8e1 f2f1 e1f1,701,69,backRankMate endgame mate mateIn2 short,700
bWa33,8/7q/kp5r/p6r/2P2Rp1/P5P1/1P4RP/5Q1K w - - 8 46,f4g4 h5h2 g2h2 h6h2 h1g1 h2h1,701,69,crushing endgame long,700
jJnrA,6k1/2p2pp1/1p1p3p/1r1P4/8/4P3/5PPP/2R3K1 w - - 0 30,c1c7 b5b1 c7c1 b1c1,701,69,backRankMate endgame mate mateIn2 rookEndgame short,700
