0s1jY,5rk1/1r1b1p2/4p1p1/3pBqN1/p1pP3n/P1P1Q3/5PB1/R1R3K1 w - - 2 32,g2h3 f5g5 e3g5 h4f3 g1f1 f3g5,1700,69,advantage attraction fork long middlegame sacrifice,1700
3u08W,5bk1/p4p2/3p2p1/6Q1/8/8/2p2PPP/3qR1K1 w - - 2 29,g5c1 d1e1 c1e1 f8h6 e1e8 g8g7,1700,69,advantage defensiveMove endgame long quietMove sacrifice,1700
74vhM,2r1k3/3R2Bp/1q2p3/5p2/8/P4P2/1PP3PP/2K1R3 w - - 1 29,d7d3 b6f2 g7c3 c8c3 e1e6 e8f7 b2c3 f7e6,1700,69,advantage endgame veryLong,1700
7Opio,r1bqk2r/ppp2p2/5p1p/4p3/2BnP3/2P5/PP4PP/RN1Q1RK1 b kq - 0 11,h8g8 c3d4,1700,69,advantage middlegame oneMove,1700
KHlPp,r1b2rk1/pppn1ppn/8/2pPPP1p/2P1N1Nq/7P/PP2B1P1/R2Q1RK1 w - - 2 19,f5f6 h5g4,1700,69,advantage middlegame oneMove,1700
MCoEy,5r1k/pbp3n1/1p1p2Q1/6P1/PPPn4/8/6PP/R1B3K1 w - - 0 23,c1b2 d4e2 g1h1 b7g2 h1g2 e2f4 g2g3 f4g6,1700,69,advantage attraction fork middlegame sacrifice veryLong,1700
TKm8o,6q1/p7/1p5k/2p1Np1p/1P2rP2/2P1b1P1/P3R1Q1/5K2 w - - 2 42,g2f3 e4f4 f3f4 e3f4,1700,69,advantage endgame pin short,1700
U1Bnl,2r2rk1/np1b2pp/1q2p3/1P1pn3/Pp1P2P1/3B1N1P/3Q4/RN3RK1 w - - 0 21,f3e5 b6d4 g1g2 d4e5,1700,69,advantage fork middlegame short,1700
fvArY,r5k1/pp1npr2/2p3Np/3n4/2q2P2/2B5/PPQ3PP/R4R1K w - - 2 28,g6e7 d5e7,1700,69,advantage hangingPiece middlegame oneMove,1700
hEBFF,1k6/p1p4r/1p1p3n/5p2/QP3q2/P5NP/6P1/4R1K1 b - - 1 32,f4g3 e1e8 b8b7 b4b5 g3e3 e8e3,1700,69,crushing endgame long quietMove,1700
iqMTj,2b4k/r5q1/p2p3p/1p1N2p1/1P2P3/P2PQ1PP/2n2P1K/4R2R w - - 3 33,e3a7 g7a7 e1e2 c2d4,1700,69,advantage hangingPiece middlegame short,1700
lytOR,r1q2k1r/p5b1/1p2bBp1/2pp4/5Q2/3P1N2/PPR2KBP/8 b - - 0 26,g7f6 f4f6 f8g8 f6g6,1700,69,crushing fork middlegame short,1700
