01td9,4r1k1/1p3p2/1r5p/Q3p1p1/2P5/3P1PPb/P4qNP/R2R3K w - - 2 27,a5d2 h3g2,1300,69,kingsideAttack mate mateIn1 middlegame oneMove,1300
1Dix4,1r3rk1/p1qbbppp/3p1n2/2pP4/p1P1N3/1n2BN1P/1PQ2PP1/RB2R1K1 b - - 6 19,b3a1 e4f6 g7f6 c2h7,1300,69,discoveredAttack kingsideAttack mate mateIn2 middlegame short,1300
4vfDv,r4rk1/pp3pbp/3p2p1/4q3/2P1B3/4PPRP/PP3P1K/R2Q4 w - - 1 18,e4d5 e5b2 a1b1 b2f2,1300,69,advantage middlegame short,1300
5W9iV,r3r1k1/p7/qp2p2p/2ppP1p1/2P2PbN/1P1RQ1Pn/P5BP/4RK2 w - - 1 29,f4g5 e8f8,1300,69,advantage middlegame oneMove,1300
713O6,r1b1k2r/1p1nqpb1/1Bp2n1p/p3p1p1/N1B1P3/5NP1/PPPQ1P1P/R3K2R w KQkq - 5 12,d2e3 e7b4 f3d2 b4a4,1300,69,crushing fork middlegame short,1300
DiJro,1k1r1r2/1q4pp/1N1b4/1Qp5/8/2P1R3/PP4PP/5R1K w - - 1 30,b6d7 d8d7 f1f8 d6f8,1300,69,advantage middlegame short,1300
IGVfU,6k1/1pR1rppQ/p7/6P1/4qP2/4p3/PP2B3/2K4R b - - 0 29,e4h7 c7c8 e7e8 c8e8,1300,69,endgame mate mateIn2 short,1300
NSdAl,2rqr1k1/pb3pb1/1p1p1n2/1PnP2B1/2p1PQ2/2N5/P3BPPP/1R3RK1 b - - 3 21,d8c7 g5f6 g7f6 f4f6,1300,69,advantage middlegame short,1300
Oe8kt,8/4q1k1/5p2/6pp/3P1n2/3Q3P/3N1PP1/7K w - - 4 44,d3c4 e7e1 c4f1 e1d2,1300,69,crushing endgame fork short,1300
R0zKi,6q1/pR6/6rk/2p1P3/P1P1Qpr1/8/7P/3R3K w - - 1 45,h2h3 g4g1 d1g1 g6g1 h1h2 g8g3,1300,69,endgame exposedKing long mate mateIn3,1300
RcWbS,r2qkbnr/2p1pppp/p2p4/1p2N3/4P1b1/1B6/PPPP1PPP/RNBQ1RK1 b kq - 0 7,g4d1 b3f7,1300,69,attackingF2F7 mate mateIn1 oneMove opening,1300
WgoLL,2r3k1/pQ2Bppp/4b3/6q1/5p2/P7/1PP3PP/1K1R4 b - - 1 25,g5f5 b7c8 e6c8 d1d8,1300,69,backRankMate endgame mate mateIn2 sacrifice short,1300
WhsAz,5rk1/1p3pp1/2rb3p/1P1p4/3B4/2P4q/P2NQP2/R3R1K1 w - - 0 23,d2f1 d6h2 f1h2 c6g6 e2g4 g6g4 h2g4 h3g4,1300,69,advantage clearance kingsideAttack middlegame sacrifice veryLong,1300
XlWRw,1k6/1p1b4/2p1p1pp/P1PpP3/3PpKPP/4P3/4B3/8 b - - 0 34,b8a7 g4g5 h6h5 e2h5,1300,69,bishopEndgame crushing endgame master short,1300
l4SRt,2r2rk1/p6p/1p3pp1/3PP2q/5Q2/1BB2P1b/PP5P/6RK b - - 0 26,f6e5 d5d6 g8g7 c3e5 h5e5 f4e5,1300,69,crushing discoveredAttack intermezzo kingsideAttack long middlegame,1300
rwgAH,2k4r/1pR3pn/p2p4/3Pp1bP/4q3/4B1P1/PPP1Q3/1K6 b - - 0 27,c8b8 e3a7 b8c7 e2e4,1300,69,crushing discoveredAttack middlegame short,1300
yIZQd,1r4k1/1r3ppp/5b2/P3p3/3p4/1P4P1/4PP1P/RR4K1 b - - 0 23,b7b3 b1b3 b8b3 a5a6 b3b8 a6a7,1300,69,advancedPawn advantage endgame long,1300
4se6o,r4rk1/1b3ppp/1N3b2/1Bq5/Pp1p4/5P2/1P2Q1PP/R2R2K1 w - - 2 22,b6a8 d4d3 e2f2 f6d4 f2d4 c5d4,1301,69,clearance crushing discoveredAttack kingsideAttack long middlegame pin,1300
7ZAtS,7k/4r1bp/3n2p1/1N6/8/P7/3Q1pPP/3R3K w - - 2 33,d2d6 e7e1 d1e1 f2e1q,1301,69,advancedPawn backRankMate endgame mate mateIn2 promotion short,1300
7qSKJ,8/p7/2pkp3/3p3R/2n5/2NR4/Prr2PP1/6K1 b - - 8 31,c2f2 c3e4 d6e7 e4f2,1301,69,advantage endgame pin short,1300
Du7jM,r3k2r/1b3p1p/p2p2p1/3np3/1Pp1NQ2/4RN2/P4PPP/R5K1 b kq - 0 25,d5f4 e4d6 e8e7 d6b7,1301,69,advantage fork middlegame short,1300
Fm4YF,4r1k1/2p2pp1/2N4p/Q7/P1n5/5P2/KPPR2PP/5q2 w - - 5 26,a5b5 c4d2 b5f1 d2f1,1301,69,advantage endgame hangingPiece short,1300
L3TBF,6k1/pp3ppp/8/5b2/2P3n1/1P1r2Pq/P4R1P/R1QN2K1 b - - 4 28,g4f2 d1f2 d3g3 h2g3 h3g3 g1f1,1301,69,advantage fork long middlegame,1300
LP5JF,rqb1rk2/1p1n1ppB/1Pp1p2p/1p6/3P4/4PN2/2Q2PPP/R4RK1 b - - 3 24,d7b6 c2c5 e8e7 c5b6 a8a1 f1a1,1301,69,advantage fork long middlegame,1300
M6iEp,r1b2r1k/ppB3pp/2n2n2/8/2B5/2N5/PPP2KPP/R6R w - - 3 16,c7d6 f6e4 f2g1 e4d6,1301,69,advantage doubleCheck middlegame short,1300
NwHVL,1r2r1k1/p1p2pp1/2p2q1p/4Pb2/4Q3/2PB3P/P1P3P1/R4RK1 b - - 0 18,e8e5 f1f5 f6f5 e4f5 e5f5 d3f5,1301,69,advantage long middlegame,1300
PErCg,5Qrk/p7/8/1pp2PNq/3pP2P/P2P4/1PP5/7K w - - 9 45,g5f7 h8h7 f8h6 h5h6 f7h6 h7h6,1301,69,crushing endgame long,1300
QB5J4,3R4/5p1k/8/4q1p1/3p4/4r1PP/2Q3PK/8 b - - 3 33,f7f5 d8d7 h7g6 c2c6,1301,69,crushing endgame short,1300
TkNEY,2r3k1/p4pp1/5b2/3pp2Q/8/2qB1P2/PrP1K2P/2R3R1 b - - 4 22,b2c2 c1c2 c3c2 d3c2,1301,69,advantage middlegame short,1300
ULpPy,8/8/P5R1/7p/7P/4k3/r5P1/4K3 w - - 3 42,g6h6 a2a1,1301,69,endgame mate mateIn1 oneMove rookEndgame,1300
Uhl7p,2k2b1r/1p6/1P1p2q1/3Pp3/R4p2/5r1p/3BN1pK/2R5 b - - 3 43,c8d7 c1c7 d7e8 a4a8,1301,69,mate mateIn2 middlegame short,1300
ZXteY,7r/1k1q4/p1p1p3/2Q1P1r1/Pp6/2PP3P/1P3N1K/5R2 b - - 0 28,d7d5 c5e7 b7c8 e7g5,1301,69,crushing endgame fork short,1300
d0kHu,3b2k1/p4ppp/2N1pn2/7q/6n1/1B2P3/PP2QPPP/2R3K1 w - - 0 22,c6d8 h5h2 g1f1 h2h1,1301,69,kingsideAttack mate mateIn2 middlegame short,1300
gYyd1,7R/P7/1p3kp1/8/8/3P4/1PK4p/6r1 b - - 2 47,h2h1q h8h1 g1h1 a7a8q,1301,69,advancedPawn crushing endgame promotion short,1300
qBalt,1k1r3r/p5p1/1p1qp3/3p1p1p/3P4/QPPnRNPP/P4P2/R5K1 b - - 4 21,d3f2 a3d6 d8d6 g1f2,1301,69,advantage intermezzo middlegame short,1300
rHjpj,r1b1k2r/pppp2pp/5n2/2bPp3/2B1p2P/2N2q1K/PPP1N2P/R1BQ3R w kq - 2 14,e2g3 d7d6,1301,69,discoveredAttack mate mateIn1 oneMove opening,1300
w3fg6,rn2k2r/pp1b1pp1/3pp2p/6b1/1qB1P3/6Q1/PPPN1PPP/R1B1K2R w KQkq - 6 13,c2c3 g5d2 c1d2 b4c4,1301,69,crushing opening short,1300
