7SXRs,8/6k1/2r5/pR3pp1/8/3P4/P5PP/5R1K w - - 0 35,f1f5 c6c1 f5f1 c1f1,500,69,backRankMate endgame mate mateIn2 rookEndgame short,500
PggHr,8/1r6/1P3k2/pR3p1p/P4P1K/8/8/8 w - - 2 42,h4h5 b7h7,500,69,endgame mate mateIn1 oneMove rookEndgame,500
SQ4rw,r4rk1/pbp1bppp/1p2pn2/3q4/3P4/2PB1N2/PP2QPPP/R1BR2K1 w - - 5 13,f3e5 d5g2,501,69,kingsideAttack master mate mateIn1 middlegame oneMove,500
YpWSw,2N5/1pQ1n1p1/p3kq2/4p2n/1P2P3/P2Pb3/1BP5/2K2R2 w - - 1 26,c1d1 f6f1,501,69,hangingPiece mate mateIn1 middlegame oneMove,500
gSZue,4rk1r/Q1p3pp/8/3p1P2/6n1/3P4/PPP3P1/4qRK1 w - - 0 26,f1e1 e8e1,501,69,endgame mate mateIn1 oneMove,500
w3OiP,6k1/1p4p1/1pB5/4npN1/1P4pP/P3P1K1/2r3P1/3R4 b - - 0 27,b7c6 d1d8,501,69,endgame mate mateIn1 oneMove,500
xv28M,1brq2k1/6p1/p4pp1/2N5/P3N2Q/7P/1B3PP1/2Rr2K1 w - - 7 39,c1d1 d8d1,501,69,mate mateIn1 middlegame oneMove,500
3dxYG,8/5p1p/p5pk/1P6/q3Pb2/5P2/1Q4PP/3R3K w - - 0 37,b5b6 a4d1,502,69,endgame hangingPiece mate mateIn1 oneMove,500
7LgbF,2r2bk1/1p3ppp/4p3/8/P2Np3/1Pr1P1P1/5P1P/1R3RK1 w - - 0 29,f1c1 c3c1 b1c1 c8c1,502,69,advantage endgame short,500
8NEjG,3r4/5p1p/pk2p3/np3p1b/8/1B2R1P1/PPP1NP1P/4K3 w - - 6 25,e2f4 d8d1,502,69,endgame master,500
dBfKN,r2q1rk1/ppp3pp/2nbpn2/8/8/1PQ1PN2/PB3PPP/RN3RK1 b - - 2 11,f6d5 c3g7,502,69,kingsideAttack mate mateIn1 oneMove opening,500
